Comment,Time
Dirty tactics from low life pakman around 7 minutes in. Dave comes off an arrogant passive aggressive tit from the start,2022-04-07T21:19:19Z
So it’s the progressives thats turning Western civilization to Third World civilization Probably by 2060,2022-04-07T18:55:45Z
"Woman have a xx chromosome they have breasts ,a vagina and they  produce eggs witch male sperm enters and 9 months later if all goes well a baby is born",2022-04-07T18:48:15Z
David is so bad at this. He makes me cringe,2022-04-07T18:15:09Z
We can't protect or empower women either by laws or whatever if we don't know what a woman is... Definitions are important,2022-04-07T16:48:40Z
Hes literally begging you to accept his point of view. Is that a ' good faith conversation'?,2022-04-07T16:38:16Z
"David Pakman did identify himself and Michael as men when he said 'man to man'. This talk was interesting. Two men with different views not screaming or calling each other names,  but just talking.",2022-04-07T15:22:01Z
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=7m00s"">7:00' “I didn’t say that!”''Rewinds 20 seconds*''Yep. He said that.",2022-04-07T15:18:25Z
You either mi-heard or mis-interpreted. What a clown he is. This is probably why progressives don't go on his show.,2022-04-07T14:44:10Z
Guy is so fake,2022-04-07T13:49:05Z
Bro like you can't even accept the fact that how flawed your arguments are. And casually termed it as not in good faith like wtf.'All you are doing is find ways to evade your arguments while being asked the obvious question. Idk how much of you audience are gullible enough to assume u did well.''Its obvious which side of the people cancels other over something as idiotic as biological definition of women.'So the new judge is obviously not fair but left leaning. That's what it shows right here.,2022-04-07T12:52:22Z
"David is on a different level, that clown had no chance",2022-04-07T12:50:10Z
Wow,2022-04-07T11:39:53Z
It got hard to follow since David was busy mishearing the Daily Wire guy. It was the insistence that the other guy said something he didn't say for me. 🤦,2022-04-07T11:00:48Z
"Man! The so-called liberal was less of a 'liberal' than a compulsive liar. Everything out of his mouth was either a lie or a distortion. Pathologically, he kept using the phrase 'good faith argument' when he was doing exactly the opposite the whole time. I get the sinking feeling, too, that he was so temperamentally dishonest . . . so constitutionally averse to bench-mark facts or reality . . . that he really believed most of the things coming out of his mouth. He reeked of deep mental illness. (In addition to off-putting humorlessness.)",2022-04-07T10:26:02Z
"'You are either ignorant or misinformed' then in the next sentences, 'I don't engage in bad faith discussions', then 'let's speak man to man'. Michael could've asked you what a man is but obv you play politics and not dictionary. Lmao'''😂",2022-04-07T10:23:19Z
Fantastic work David as these guys audiences need challenged and this is the technique all over the world from the culture war right. Arguing over the definitions applied when the judge applies the law it is not her definition of that law that is applied. That is for sentencing but this argument over transgenderism is the one the right like to use as it ropes in older people (The same question was asked of Keir starmer in the UK for a similar purpose) and then they can spout the rest of the nonsense,2022-04-07T08:10:23Z
"David was wrong when he said Michael was backtracking and being dishonest. David definitely was defensive and a bit standoffish. Glad both of them kept it fairly cordial and tried to be honest, even if David was wrong about his interpretation of what Michael said, and then laughed about it.",2022-04-07T05:43:44Z
David are you okay?  Maybe you should take some time off,2022-04-07T05:33:58Z
"The reason it didn't go well is because it took 11 minutes to do nothing.  The dialogue was fine, but the end result was nothing.  The conversation didn't end with any productive discourse.",2022-04-07T04:11:05Z
"To be honest, Knowles seemed more concise and respectful than he usually appears",2022-04-07T03:19:00Z
I cracked up when Knowles defined woman as... 'A woman is something that isn't a man',2022-04-07T02:10:51Z
So is David a man or a woman?,2022-04-07T00:54:45Z
"We don't ask judges to define an electron or an axial compressor rotor, or literally anything else that may be the subject of litigation. We leave that up to scientists, engineers, and mechanics, which is why we ask them to testify in such cases to provide their expert advice. The same thing is true of 'woman.' It's a biologist's job to define what a woman is, not someone who practices law. She was right to give the response she did. What Michael is missing here is that if there was a case brought to the Supreme Court that involved defining a 'woman' (Title III, Title VII, Title IX, or whatever), then more than likely an expert's opinion will be sought. Michael seems to think that judges should be jacks-of-all-trades, when in fact that has <i>never</i> been the case throughout all of American legal history.",2022-04-07T00:41:56Z
"Biden literally said he 1. Was going to nominate a black woman 2. Then Biden said he nominated a black woman, Katanji.  So Biden called her a black woman, why did he call her a woman? This is erasing women ' girls’ rights by pretending you can’t define a woman and Katanji saying she can’t define a woman ' why Biden called her a woman. A woman is different than a man. We never hear about Transmen issues in sports or mens bathrooms, we know why. The Dems are erasing girls’ rights and putting girls ' women in danger ' it is in bad faith.",2022-04-06T23:23:29Z
"Wow. Out of all the issues to assess concerning the nomination and the impact of America,  the entire conversation was on 'what is a woman '. Most of the time David was trying to convey how such question are irrelevant, rhetorical at best. I am not sure if that guy was deliberately being obtuse.",2022-04-06T22:10:39Z
David isn't my favourite comentator I like Kyle K a bit more but one thing I really love about David is how dry and just logic based he is. Like he'll just be brutally honest and savage when talking to people but u can tell its genuine,2022-04-06T21:52:58Z
Such a waste of American potential. There are few things right now less important than this fabricated theme.,2022-04-06T21:43:17Z
Michael’s “old definition of a woman” being “a person who isn’t a man” is very telling,2022-04-06T21:31:44Z
"Why is this discussion relevant? Is anyone worried about this? It's a thing for the transgenders, why is anybody else even interested?",2022-04-06T20:56:35Z
"Most of the basic words we use can't be accurately captured in a single, succinct definition. The boundaries are extremely fuzzy, and when forced to supply our own rigorous definition, we'll probably say something inaccurately or miss a bunch of edge-cases that intuitively belong but were excluded from our definition (or vice-versa). ''In nearly all practical situations, it's not necessary to have an ironclad definition to get by in the world and make reasonable judgments. We interpret the meaning of words based on context and act accordingly, being as broad or as specific as needed for the task at hand, and typically only focused on a few aspects as pertinent and ignoring the rest.",2022-04-06T19:48:23Z
